"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"2035",7695500200,"20150323T000000",505000,3,2.5,2100,17882,2,0,0,4,8,2100,0,1985,0,98059,47.4754,-122.119,2080,16686
"2036",251200200,"20140627T000000",464900,4,2.25,2020,8424,1,0,0,4,7,1380,640,1979,0,98034,47.7262,-122.233,2030,7236
"2037",513000550,"20140922T000000",650000,3,2,2520,5980,1,0,0,3,8,1790,730,1957,0,98116,47.5767,-122.383,1590,5750
"2038",8730000260,"20150504T000000",369950,2,2.75,1370,1140,2,0,0,3,8,1080,290,2009,0,98133,47.7053,-122.342,1370,1090
"2041",9471200200,"20150325T000000",2532000,4,4.25,5040,16048,1,0,3,3,10,3420,1620,1950,0,98105,47.6702,-122.26,3960,14000
"2042",5469700260,"20140903T000000",340000,4,2.25,2530,24700,2,0,0,3,7,2530,0,1974,0,98031,47.3939,-122.177,2650,24700
"2043",2767600171,"20140519T000000",440000,2,1.5,1010,1968,1.5,0,0,5,5,1010,0,1906,0,98107,47.6757,-122.385,1760,4200
"2044",898000200,"20150402T000000",219950,3,1,1200,7727,1,0,0,4,7,1200,0,1959,0,98022,47.2021,-121.999,1300,7718
"2045",5315100806,"20140915T000000",940000,4,3,2720,11740,1,0,0,5,9,2720,0,1957,0,98040,47.5833,-122.242,2640,11740
"2046",9269200786,"20140722T000000",399950,4,1.5,1850,6125,1.5,0,0,3,6,1110,740,1945,0,98126,47.5352,-122.37,990,6125
"2047",1118001370,"20150102T000000",1568000,3,2.75,2340,8828,1,0,0,4,9,2340,0,1954,0,98112,47.632,-122.289,3480,8526
"2048",3558910640,"20150401T000000",528000,4,1.75,1860,9750,1,0,0,3,7,1460,400,1969,0,98034,47.7097,-122.202,1900,8913
"2049",3761100341,"20140828T000000",545000,4,1.75,1940,8990,1,0,0,4,8,1560,380,1956,0,98034,47.7021,-122.241,2310,11745
"2050",8682261070,"20150427T000000",575000,2,2,1680,6194,1,0,0,3,8,1680,0,2004,0,98053,47.7136,-122.03,1900,5850
"2051",8732040810,"20141104T000000",235000,4,2.75,1770,10184,1,0,0,3,8,1250,520,1979,0,98023,47.3074,-122.385,2070,8320
"2052",2991000400,"20140723T000000",272000,3,2.5,1790,6371,2,0,0,3,8,1790,0,1998,0,98092,47.3291,-122.168,1850,6371
"2053",2155500030,"20150428T000000",380000,4,1.75,1720,9600,1,0,0,4,8,1720,0,1969,0,98059,47.4764,-122.155,1660,10720
"2054",5727500102,"20150426T000000",195000,3,1,1280,6967,1.5,0,0,3,7,1280,0,1949,0,98155,47.7512,-122.329,1280,7245
"2055",5104510370,"20141014T000000",297000,3,2.5,1690,4988,2,0,0,3,7,1690,0,2002,0,98038,47.3561,-122.015,1830,4733
"2056",1895450200,"20150415T000000",349000,4,2.5,2190,7294,2,0,0,3,8,2190,0,2003,0,98023,47.2923,-122.357,2240,7379
"2057",8122101146,"20140929T000000",320000,2,1,710,5200,1,0,2,4,6,710,0,1942,0,98126,47.5376,-122.371,1610,5200
"2058",7789900030,"20140725T000000",319990,4,1.5,1890,10707,1,0,0,3,7,1890,0,1962,0,98148,47.428,-122.326,1610,8827
"2059",6893300350,"20140602T000000",439900,2,2,1410,12282,1.5,0,0,5,8,1410,0,1909,1988,98024,47.5242,-121.926,1410,8931
"2060",4073800140,"20140811T000000",429000,3,3.25,2210,3600,2,0,0,3,8,1820,390,1995,0,98125,47.7031,-122.279,2010,6690
"2061",538000030,"20140730T000000",272500,3,2,1540,6250,1,0,0,3,7,1540,0,1998,0,98038,47.3539,-122.025,2070,6250
"2062",6632300478,"20140916T000000",4e+05,4,2,1350,7255,1,0,0,4,7,1350,0,1959,0,98125,47.7287,-122.31,1050,7288
"2063",4083800340,"20150402T000000",462000,5,2,1380,4300,1.5,0,0,3,7,1380,0,1916,0,98103,47.6647,-122.337,1830,3800
"2064",9214400135,"20150310T000000",510000,2,1,890,6095,1,0,0,3,7,890,0,1947,0,98115,47.6823,-122.298,1450,5985
"2065",8944600200,"20140623T000000",550000,3,2.5,1900,3255,2,0,0,3,8,1900,0,1988,2000,98007,47.6075,-122.147,1880,3350
"2066",8651430370,"20150425T000000",150000,3,1,1240,5200,1,0,0,3,6,1240,0,1969,0,98042,47.3701,-122.079,870,5200
"2067",2296700260,"20140626T000000",460000,3,2.5,1730,8490,1,0,0,3,7,1210,520,1969,0,98034,47.7187,-122.219,1870,7400
"2068",3066400140,"20140620T000000",632500,4,2.5,2090,10306,2,0,0,3,10,2090,0,1986,0,98074,47.6304,-122.051,2660,11481
"2069",1771100240,"20140925T000000",361000,3,1.75,1650,11220,1,0,0,4,7,1650,0,1969,0,98077,47.7567,-122.071,1340,10129
"2070",461003251,"20140801T000000",437000,3,2.25,1130,1221,2,0,0,3,8,1030,100,2004,0,98117,47.6799,-122.375,1300,5000
"2071",8699100240,"20150505T000000",370000,6,2.75,3240,5750,1,0,0,4,6,2160,1080,1950,0,98002,47.3054,-122.221,1230,5750
"2072",8691350200,"20150417T000000",884250,4,2.5,3840,12151,2,0,0,3,10,3840,0,1998,0,98075,47.5953,-121.986,3560,11044
"2073",2525300550,"20140603T000000",225000,3,1,1200,9936,1,0,0,4,6,1200,0,1969,0,98038,47.3609,-122.029,1200,10189
"2074",7452500045,"20140805T000000",235000,2,1,870,5000,1,0,0,3,6,870,0,1949,0,98126,47.5186,-122.375,820,5000
"2075",2489200070,"20140720T000000",767500,6,3.5,2410,6000,2,0,4,3,9,2220,190,1916,1990,98136,47.54,-122.382,1980,6000
"2076",3623500260,"20140512T000000",1200000,3,1.75,1560,8078,1.5,1,4,4,6,1560,0,1928,0,98040,47.5779,-122.246,2890,16710
"2077",425069104,"20141215T000000",715000,3,2.5,2410,46609,2,0,0,3,9,2410,0,1989,0,98053,47.6789,-122.048,3370,40072
"2078",2239800070,"20140627T000000",417000,4,2.25,2300,7700,1,0,0,3,7,1380,920,1959,0,98125,47.7137,-122.322,2010,8820
"2079",2618300350,"20140718T000000",199000,3,1,1390,12145,1,0,0,4,7,1390,0,1964,0,98042,47.4225,-122.15,1030,10800
"2080",1336800160,"20140605T000000",875000,5,2.5,2920,5568,2,0,0,3,8,2320,600,1906,0,98112,47.6265,-122.312,2970,5568
"2081",7519000570,"20141110T000000",545000,4,1.5,1370,3708,1.5,0,0,3,7,1370,0,1926,0,98117,47.6849,-122.363,2030,3708
"2082",257000105,"20140520T000000",192500,2,1,950,7692,1,0,0,3,6,950,0,1926,0,98168,47.4909,-122.298,1820,8221
"2083",4401200350,"20150210T000000",822500,3,2.5,3090,7708,2,0,0,3,10,3090,0,1999,0,98052,47.6868,-122.108,3140,8592
"2084",6402300070,"20141208T000000",8e+05,4,2.5,2390,10000,1,0,0,3,9,1590,800,1975,0,98040,47.5801,-122.229,1900,9752
"2085",5317100570,"20141215T000000",1250000,3,2.5,2070,4944,2,0,0,3,9,2070,0,1930,0,98112,47.6256,-122.284,3300,6179
"2086",8106100105,"20141114T000000",3850000,4,4.25,5770,21300,2,1,4,4,11,5770,0,1980,0,98040,47.585,-122.222,4620,22748
"2087",9407150240,"20141001T000000",295000,3,2.5,1460,7936,2,0,0,3,7,1460,0,1995,0,98038,47.3673,-122.017,1830,7936
"2088",8682291940,"20140630T000000",419000,2,1.75,1510,4980,1,0,0,3,8,1510,0,2006,0,98053,47.7191,-122.023,1350,4157
"2089",4139420070,"20140910T000000",1195000,5,3.25,5180,19606,1,0,0,3,11,2610,2570,1993,0,98006,47.555,-122.114,4050,15296
"2090",629400340,"20141222T000000",750000,4,2.75,3430,13907,2,0,0,3,11,3430,0,1995,0,98075,47.5879,-121.993,3250,13851
"2091",3380900160,"20150428T000000",502000,4,1.5,1700,8400,1,0,0,3,7,1700,0,1953,0,98177,47.7677,-122.359,1750,8475
"2092",2175100270,"20140604T000000",1025000,3,1.75,2640,8000,1,0,3,4,9,1320,1320,1960,0,98040,47.5826,-122.246,2740,6000
"2093",3448000270,"20150313T000000",398500,3,1,1200,15960,1.5,0,0,3,6,1200,0,1945,0,98125,47.7163,-122.299,1120,7800
"2094",8701600510,"20150414T000000",7e+05,2,1.5,1850,4945,1.5,0,2,4,7,1850,0,1907,1969,98126,47.5742,-122.379,1850,4950
"2095",6083000083,"20140611T000000",248000,5,1.5,1510,9078,1,0,0,4,7,1510,0,1959,0,98168,47.4852,-122.305,1480,9078
"2096",9178600135,"20140826T000000",8e+05,4,2,2130,2800,1,0,0,5,7,1070,1060,1922,0,98103,47.6545,-122.333,1990,3990
"2097",1721059286,"20150121T000000",383000,4,2.5,2640,8055,2,0,0,3,9,2640,0,2004,0,98092,47.315,-122.193,1650,8055
"2098",8161600135,"20140527T000000",688000,4,3,3000,4000,1.5,0,3,3,8,1970,1030,1913,2014,98144,47.5744,-122.307,1900,4000
"2099",2568300132,"20141008T000000",521000,3,2,1870,5455,1,0,0,5,7,1060,810,1926,0,98125,47.7029,-122.297,1870,7435
"2100",6414100111,"20141105T000000",365000,2,1,990,9223,1,0,0,3,7,990,0,1949,0,98125,47.72,-122.32,1230,7244
"2101",9818700320,"20141007T000000",491000,3,2,2005,7000,1,0,0,3,7,1605,400,1980,0,98122,47.6039,-122.298,1750,4500
"2102",686200510,"20141122T000000",643000,3,2.75,2030,7700,1,0,0,5,8,1400,630,1965,0,98008,47.626,-122.112,1780,8160
"2103",3279000370,"20150202T000000",279000,3,2.5,1500,7350,1,0,0,2,7,1060,440,1979,0,98023,47.3025,-122.382,1390,7770
"2104",2767601031,"20150202T000000",583500,4,1,1530,3900,1.5,0,0,4,7,1530,0,1908,0,98107,47.6748,-122.379,1300,3900
"2105",4142450510,"20140723T000000",310000,3,2.5,1990,3600,2,0,0,3,7,1990,0,2004,0,98038,47.3841,-122.041,1790,3600
"2106",3291800510,"20140610T000000",310000,3,1.75,1420,7650,1,0,0,4,7,1100,320,1984,0,98056,47.4892,-122.182,1810,7650
"2107",7893203450,"20150323T000000",280000,3,1,1400,13975,1,0,0,4,6,1400,0,1956,0,98198,47.4195,-122.33,1260,7500
"2108",908000260,"20141117T000000",272000,4,2.5,1870,5692,2,0,0,3,7,1870,0,2004,0,98058,47.4334,-122.148,2390,5293
"2109",3225069239,"20140707T000000",870000,4,3,3040,36246,1.5,0,0,3,9,2680,360,1923,2014,98074,47.6093,-122.07,3520,13178
"2110",8645540320,"20141118T000000",307000,3,2,1790,7259,1,0,0,3,7,1390,400,1980,0,98058,47.4643,-122.171,1790,7700
"2111",9280200030,"20140717T000000",490000,2,1.5,1590,4500,1,0,0,4,7,920,670,1946,0,98116,47.5831,-122.392,1900,4450
"2112",6159400030,"20141008T000000",399950,3,2,2050,9396,1,0,0,5,7,1170,880,1960,0,98155,47.7447,-122.328,1680,9391
"2113",7787400030,"20140609T000000",1635000,5,3.5,4220,26784,1,0,0,3,10,2110,2110,1958,2006,98004,47.6003,-122.206,3450,33945
"2114",1888120140,"20140709T000000",989000,5,4.5,4030,13474,2,0,0,3,11,4030,0,2000,0,98075,47.5812,-121.995,3860,12438
"2115",2916620240,"20140618T000000",264950,4,1.75,1770,9011,1,0,0,5,7,1050,720,1983,0,98042,47.3646,-122.076,1410,8530
"2116",251200240,"20140725T000000",491500,4,2.75,2100,7236,1,0,0,3,8,1400,700,1979,0,98034,47.7267,-122.232,1900,7519
"2117",7695500240,"20140514T000000",345000,3,2.25,2120,15003,2,0,0,3,7,2120,0,1984,0,98059,47.4745,-122.12,2070,15203
"2118",7749500070,"20150119T000000",339900,4,1.75,2600,18042,1,0,0,4,8,2020,580,1969,0,98092,47.2969,-122.189,2200,9408
"2119",6762700340,"20150427T000000",852000,3,3,2400,4000,2,0,0,3,7,1860,540,1905,0,98102,47.6288,-122.321,1750,3940
"2120",824069121,"20141222T000000",585000,5,3.5,3180,40946,1,0,3,3,7,1690,1490,1968,0,98075,47.5833,-122.073,2430,29620
"2121",2600100370,"20150211T000000",723000,4,2,2790,8793,1,0,0,4,8,1640,1150,1977,0,98006,47.5509,-122.16,2400,9286
"2122",2326059082,"20150126T000000",594000,3,2.25,2080,70567,2,0,0,3,8,2080,0,1990,0,98072,47.7221,-122.124,3730,43560
"2123",2591010240,"20141201T000000",405000,2,1.5,1370,4102,2,0,0,4,7,1370,0,1987,0,98033,47.6943,-122.184,1380,3211
"2124",1085610030,"20140801T000000",725500,4,2.5,2790,74495,2,0,0,3,9,2790,0,1997,0,98053,47.6628,-122.056,2790,24643
"2125",9551202025,"20140625T000000",8e+05,2,1,1740,5719,1,0,0,3,8,1740,0,1955,0,98103,47.6729,-122.335,1980,5000
"2126",4379600030,"20140729T000000",1325000,3,3.75,6400,76665,1,0,2,4,10,3810,2590,1966,0,98177,47.7313,-122.37,3430,60548
"2129",3327000140,"20140617T000000",235000,3,1.75,1190,7280,1,0,0,4,7,1190,0,1968,0,98092,47.3151,-122.19,1250,7800
"2130",7100000135,"20140520T000000",330000,2,1,860,8308,1,0,0,4,7,860,0,1948,0,98146,47.5075,-122.377,1310,8308
"2131",2483200060,"20140612T000000",678500,3,2,2460,6600,1,0,2,4,8,1370,1090,1952,0,98136,47.5215,-122.383,2150,6600
"2132",2592400550,"20140709T000000",463000,4,2.5,1980,6660,2,0,0,4,7,1980,0,1974,0,98034,47.7158,-122.167,1980,7150
"2133",2113701200,"20140912T000000",250000,2,1,670,4640,1,0,0,3,6,670,0,1943,0,98106,47.53,-122.351,870,4501
"2134",5249804510,"20140716T000000",655000,3,2,1410,4800,1.5,0,0,4,8,1410,0,1927,0,98118,47.5597,-122.267,1820,7200
"2135",9264901040,"20140516T000000",239900,4,2.25,1860,7000,1,0,0,3,8,1120,740,1979,0,98023,47.3127,-122.339,1990,8937
"2136",7967600069,"20141117T000000",185000,3,1,980,9135,1,0,0,3,7,980,0,1955,0,98001,47.3496,-122.289,1780,9135
"2137",4219400520,"20140616T000000",1735000,4,2.25,3040,5000,2,0,3,4,9,2080,960,1926,0,98105,47.6565,-122.278,2870,5000
"2138",3810000202,"20140905T000000",251700,3,2.25,1810,11800,1,0,0,3,7,1240,570,1977,0,98178,47.4997,-122.231,1810,5641
"2139",1226039129,"20150209T000000",4e+05,4,2,1560,8250,1,0,0,3,8,1320,240,1964,0,98177,47.7565,-122.358,1870,8258
"2140",8146100370,"20140904T000000",735000,4,1.75,2100,7960,1,0,0,3,8,1340,760,1955,0,98004,47.6079,-122.195,2060,7960
"2141",1224059053,"20141027T000000",1700000,5,2,2500,15250,2,1,4,5,8,2500,0,1942,0,98008,47.5883,-122.111,1880,18782
"2142",1623049041,"20140508T000000",82500,2,1,520,22334,1,0,0,2,5,520,0,1951,0,98168,47.4799,-122.296,1572,10570
"2143",98020140,"20140708T000000",765000,4,4,3010,7221,2,0,0,3,10,3010,0,2004,0,98075,47.5833,-121.97,3490,7518
"2144",9510900070,"20140923T000000",292500,4,1.75,2140,8162,1,0,0,3,7,1420,720,1968,0,98023,47.3096,-122.377,2040,7632
"2145",2473381090,"20150325T000000",270000,3,2.25,2390,7000,1,0,0,4,7,1990,400,1970,0,98058,47.4568,-122.169,1610,7000
"2146",6378500105,"20141224T000000",415000,2,1,1510,6807,1,0,0,3,7,1090,420,1939,0,98133,47.711,-122.353,1460,6807
"2147",3861400030,"20141124T000000",950000,4,1.75,2210,19025,1,0,0,4,7,1460,750,1952,0,98004,47.5927,-122.203,2640,14999
"2148",705700640,"20140916T000000",353000,3,2.75,2170,8396,2,0,0,3,7,2170,0,1995,0,98038,47.3812,-122.023,2170,8378
"2149",2767603210,"20141210T000000",670950,3,2.5,1790,2375,3,0,0,3,8,1790,0,2007,0,98107,47.6726,-122.38,1450,2400
"2150",3294700030,"20140509T000000",280950,3,1.75,1390,8700,1,0,3,4,7,840,550,1912,0,98055,47.4725,-122.202,1390,10875
"2151",7524950830,"20140527T000000",585000,3,1.75,1850,7735,1,0,0,4,8,1850,0,1983,0,98027,47.5608,-122.082,2220,7639
"2152",2124069078,"20141211T000000",525000,2,1.5,1480,43645,1,0,0,3,8,1480,0,1974,2006,98027,47.5484,-122.045,1600,34326
"2153",5728000060,"20140801T000000",605000,3,1.75,1850,8823,1,0,0,4,8,1370,480,1973,0,98008,47.6379,-122.112,1880,7580
"2154",2880100160,"20141119T000000",1010000,4,3.5,3350,3752,2,0,0,3,9,2550,800,2007,0,98117,47.6782,-122.365,1050,4960
"2155",4435000520,"20140926T000000",245990,3,1,1040,8410,1,0,0,3,7,1040,0,1942,2014,98188,47.453,-122.289,1350,8410
"2156",8856900310,"20150203T000000",535000,4,2.25,2810,12607,2,0,0,3,10,2810,0,1985,0,98058,47.4585,-122.13,2810,17400
"2157",4315700390,"20140630T000000",410000,1,1.5,1010,5750,1,0,0,3,7,1010,0,1911,1948,98136,47.5411,-122.392,1230,5750
"2158",2095800520,"20150424T000000",550000,3,2.5,2250,7752,2,0,0,4,8,2250,0,1988,0,98011,47.7489,-122.185,2080,7033
"2159",4193500140,"20140911T000000",665000,3,1.75,1800,8000,1,0,0,3,8,1800,0,1972,0,98008,47.6357,-122.119,1950,8500
"2160",3582200200,"20150427T000000",455000,3,1,2400,17239,1,0,0,4,7,1890,510,1940,0,98028,47.75,-122.245,2390,7350
"2161",9521100106,"20140826T000000",440000,4,1,1780,4000,1.5,0,0,3,7,1780,0,1922,0,98103,47.6624,-122.354,1750,4000
"2162",7351000160,"20140708T000000",332000,3,2.25,2120,14915,1,0,0,3,9,1720,400,1979,0,98001,47.3524,-122.285,2320,13100
"2163",5422420140,"20140611T000000",280000,3,2.5,1860,6607,2,0,0,3,7,1860,0,1989,0,98023,47.2891,-122.351,1760,6766
"2164",7234601162,"20140915T000000",570000,3,3.5,1460,1021,2,0,0,3,8,1150,310,2006,0,98122,47.6169,-122.309,1460,1245
"2165",6623400217,"20140515T000000",250000,3,1,1230,10350,1,0,0,4,7,1230,0,1957,0,98055,47.428,-122.199,1510,10427
"2166",3354400060,"20150501T000000",238000,2,1,1088,8453,1,0,0,3,6,1088,0,1952,2009,98001,47.2685,-122.231,1088,8016
"2167",408100105,"20141103T000000",265000,3,1,800,5760,1,0,0,3,6,700,100,1949,0,98155,47.7505,-122.317,1060,6628
"2168",7297700055,"20150305T000000",306000,3,1,1190,10350,1,0,0,4,7,1190,0,1959,0,98028,47.7428,-122.244,1850,10500
"2169",8029740060,"20150507T000000",345000,5,2.75,1940,4182,1,0,0,3,7,1240,700,2002,0,98056,47.4911,-122.17,1950,4182
"2170",1355200060,"20140904T000000",765000,4,2.5,3300,10764,1,0,0,4,9,1720,1580,1971,0,98177,47.7119,-122.365,2290,10975
"2171",4136890560,"20150430T000000",346300,4,2.5,2590,11018,2,0,0,3,8,2590,0,1998,0,98092,47.2634,-122.211,2400,8042
"2172",1320069271,"20140612T000000",342500,3,2,2080,11375,1,0,0,3,8,2080,0,2002,0,98022,47.214,-121.993,1080,12899
"2173",9269260240,"20150424T000000",501000,4,2.25,2680,5439,2,0,0,3,7,2680,0,2000,0,98011,47.7534,-122.218,2460,4473
"2174",1796381070,"20140625T000000",270000,3,2.5,1670,8364,1,0,0,4,7,1300,370,1990,0,98042,47.369,-122.084,1490,8143
"2175",6840701125,"20150422T000000",638000,3,1,1830,4400,1.5,0,0,4,8,1720,110,1930,0,98122,47.6052,-122.3,1650,4400
"2176",7443000640,"20140912T000000",460000,3,1.75,1400,2003,1,0,0,4,8,700,700,1908,2006,98119,47.6508,-122.368,1370,1281
"2177",6344000060,"20141015T000000",760000,4,1.75,2770,8521,1,0,0,4,7,1470,1300,1953,0,98004,47.6255,-122.199,1910,9380
"2178",3317500030,"20150316T000000",1085000,3,2.5,3630,11019,1,0,0,4,9,2150,1480,1972,0,98040,47.561,-122.226,3150,13555
"2179",2130702270,"20140628T000000",234000,3,1,1040,8128,1,0,0,3,6,1040,0,1983,0,98019,47.7425,-121.981,1520,7500
"2180",3343301920,"20150302T000000",1650000,3,2.75,2690,8890,2,1,4,4,10,2690,0,1975,1991,98006,47.5487,-122.197,2940,8890
"2181",2688100075,"20140506T000000",488000,5,2,2020,5000,1.5,0,0,4,7,2020,0,1938,0,98117,47.6949,-122.37,1510,6600
"2182",6448600060,"20150226T000000",1550000,5,2.5,2450,20805,2,0,0,4,9,2450,0,1963,0,98004,47.6275,-122.227,3020,20324
"2183",6619510060,"20150327T000000",499000,4,3,2030,12675,2,0,0,3,7,2030,0,1982,0,98177,47.7689,-122.379,1990,7705
"2184",4058802105,"20140904T000000",150000,3,1,1450,6776,1,0,0,3,7,1450,0,1952,0,98178,47.5056,-122.244,1680,7200
"2185",7212660640,"20150326T000000",333000,4,2.5,2400,7270,2,0,0,3,8,2400,0,1993,0,98003,47.2697,-122.312,2150,6584
"2186",8026700105,"20150218T000000",7e+05,4,2.75,2870,8625,1,0,1,4,8,1860,1010,1959,0,98155,47.7425,-122.289,2430,8479
"2187",8018600640,"20140918T000000",275000,4,1,1340,22500,1.5,0,0,3,7,1340,0,1926,0,98168,47.489,-122.316,1620,10800
"2188",623049315,"20140701T000000",330000,3,2.5,1680,11312,1,0,0,3,7,1080,600,1959,0,98146,47.5051,-122.344,1390,10700
"2189",6632900340,"20141124T000000",360000,4,2,1850,8827,1,0,0,3,7,1850,0,1969,0,98155,47.7406,-122.313,1310,6901
"2190",6798100070,"20150511T000000",467000,3,1,1220,8040,1.5,0,0,3,7,1220,0,1965,0,98125,47.7133,-122.308,1360,8040
"2191",8644400060,"20141029T000000",568000,3,2.5,2320,57063,1,0,0,4,9,1790,530,1979,0,98074,47.6163,-122.056,3290,7314
"2192",4388600030,"20141103T000000",605000,5,2.25,3220,9603,2,0,0,3,8,3220,0,1972,0,98052,47.6474,-122.11,2260,10093
"2193",629420260,"20141002T000000",750000,4,2.75,3190,9023,2,0,0,3,9,3190,0,2005,0,98075,47.5898,-121.989,3159,5615
"2194",1117200550,"20141014T000000",760000,3,2.75,3530,69834,2,0,0,3,10,3530,0,1994,0,98053,47.6377,-121.995,3560,74256
"2195",7461420060,"20140804T000000",265000,3,1.75,2050,10519,1,0,0,3,7,1240,810,1979,0,98058,47.4257,-122.146,1770,9605
"2196",5566100060,"20140718T000000",490000,3,1.75,1720,12540,1,0,0,4,7,1720,0,1956,0,98006,47.5699,-122.177,1440,11850
"2197",7714000340,"20140619T000000",360000,4,2.5,2850,4650,2,0,0,3,8,2850,0,2004,0,98038,47.3552,-122.026,2850,4650
"2198",5149300400,"20150206T000000",311750,4,2.25,2270,12000,1,0,0,4,7,1290,980,1976,0,98023,47.3287,-122.353,2030,23980
"2199",3815500045,"20141003T000000",399000,3,2.25,1880,12473,1,0,0,3,8,1420,460,1958,0,98028,47.7623,-122.256,2300,10469
"2200",1843100520,"20140725T000000",347000,4,2.5,2770,9751,2,0,0,3,8,2770,0,1989,0,98042,47.3739,-122.126,2370,6950
"2201",1329000030,"20140904T000000",1680000,4,3.75,4490,34982,2,0,0,3,12,4490,0,1998,0,98005,47.6406,-122.156,4470,37525
"2202",7853240560,"20140903T000000",585000,4,2.5,3110,6479,2,0,0,3,9,3110,0,2005,0,98065,47.5408,-121.861,3110,7075
"2203",8078100260,"20140912T000000",340000,4,2.5,2360,7475,2,0,0,3,8,2360,0,1992,0,98031,47.4052,-122.17,2280,7570
"2204",3905120830,"20150415T000000",612000,3,2.5,2180,5496,2,0,0,3,8,2180,0,1994,0,98029,47.5723,-122.007,2120,5496
"2205",1442800400,"20140628T000000",230000,2,1.75,1910,3376,2,0,0,3,8,1910,0,1980,0,98038,47.3733,-122.057,1470,3623
"2206",3905000200,"20140509T000000",604000,4,2.5,2260,7753,2,0,0,3,9,2260,0,1989,0,98029,47.5752,-121.995,2690,8924
"2207",4399200075,"20140703T000000",250000,3,1.75,1770,8868,1,0,0,4,7,1770,0,1959,0,98002,47.3188,-122.212,1630,9706
"2208",1545802830,"20150309T000000",258500,3,2,1460,7930,1,0,0,3,7,1460,0,1989,0,98038,47.359,-122.049,1630,7930
"2209",1370804100,"20150324T000000",783000,4,2.75,2080,5000,1,0,0,5,8,1470,610,1940,0,98199,47.6422,-122.403,1970,5000
"2210",269000240,"20141030T000000",1050000,5,2.25,2960,7680,1,0,2,5,8,1550,1410,1958,0,98199,47.6456,-122.389,2860,7680
"2211",2619920030,"20150318T000000",760000,4,2.5,3220,4031,2,0,0,3,9,3220,0,2002,0,98033,47.688,-122.163,3150,5083
"2212",3438500339,"20140526T000000",276000,3,1,1140,5000,1,0,0,3,7,1140,0,1960,0,98106,47.5535,-122.362,1140,5000
"2213",8563001070,"20150323T000000",550000,4,2,1660,12377,1,0,0,3,8,1660,0,1966,0,98008,47.6231,-122.102,1820,8968
"2214",4427100105,"20150428T000000",398000,4,1,1430,6240,1.5,0,0,5,7,1430,0,1953,0,98125,47.7272,-122.311,1410,6240
"2215",2767800140,"20150313T000000",775000,3,3,1820,4300,1.5,0,0,4,8,1620,200,1914,1983,98107,47.6711,-122.364,1440,4300
"2216",2600140070,"20150409T000000",1027500,4,3,3540,10202,2,0,0,3,8,2720,820,1988,0,98006,47.5471,-122.155,2780,10714
"2217",7231501610,"20141023T000000",327000,4,1,1620,6000,1.5,0,0,5,7,1620,0,1905,0,98055,47.4763,-122.206,1310,6000
"2218",2787250240,"20150421T000000",564500,4,2.75,3100,14568,2,0,0,3,8,3100,0,1995,0,98019,47.7302,-121.974,2860,14396
"2219",5309100295,"20141017T000000",782000,4,1.75,1500,6820,1.5,0,0,5,7,1500,0,1905,0,98117,47.6794,-122.37,1360,4125
"2220",2781260370,"20150128T000000",398000,4,2.5,2820,5510,2,0,0,3,9,2820,0,2005,0,98038,47.3477,-122.024,2820,5510
"2221",1926059155,"20150130T000000",257000,3,1.75,1850,10920,1.5,0,0,3,6,1850,0,1915,0,98034,47.7244,-122.222,1510,7871
"2222",7137900960,"20140625T000000",235000,4,2,1570,9415,2,0,0,4,7,1570,0,1984,0,98092,47.3168,-122.174,1550,8978
"2223",2817100570,"20140627T000000",453000,4,2.75,2300,37533,1,0,3,5,8,1550,750,1979,0,98070,47.3714,-122.431,2130,10092
"2224",3886902445,"20150316T000000",535000,2,1,920,9000,1,0,0,1,6,920,0,1954,0,98033,47.6831,-122.189,1760,8400
"2225",2215902010,"20140507T000000",275000,3,2.5,1600,7000,2,0,0,4,8,1600,0,1993,0,98038,47.3534,-122.057,1700,7000
"2226",1778350270,"20140915T000000",665000,3,2.5,2630,10047,2,0,0,3,9,2630,0,1996,0,98027,47.5515,-122.083,2640,10620
"2227",1449000270,"20140806T000000",670000,4,2.75,3020,13530,1,0,0,4,8,1540,1480,1977,0,98052,47.6299,-122.099,2230,11896
"2228",3755100520,"20150427T000000",465000,3,1.75,1490,10757,1,0,0,3,7,1060,430,1966,0,98034,47.72,-122.229,1490,10609
"2229",8651441620,"20141023T000000",210000,3,1.5,1160,5200,1,0,0,5,7,1160,0,1970,0,98042,47.364,-122.094,1170,5200
"2230",1321970240,"20141204T000000",265000,4,2.5,2040,4443,2,0,0,3,8,2040,0,2001,0,98092,47.3182,-122.189,2040,4637
"2231",6816300060,"20150413T000000",426000,2,2.5,1550,2657,2,0,0,4,8,1550,0,1987,0,98033,47.7034,-122.188,1570,2442
"2232",8563000520,"20141029T000000",529219,4,2.25,1990,7610,1,0,0,4,8,1290,700,1966,0,98008,47.6236,-122.103,1820,8198
"2233",3663000070,"20140708T000000",6e+05,3,2.25,1900,46609,1.5,0,0,4,7,1440,460,1969,0,98072,47.7529,-122.116,2460,43560
"2234",255400070,"20140701T000000",875000,5,3.5,3840,8279,2,0,0,3,9,3840,0,2001,0,98074,47.6039,-122.059,3570,8279
"2235",269000070,"20150106T000000",608000,4,3,2400,7680,1,0,0,3,7,1200,1200,1956,0,98199,47.6466,-122.389,2670,6342
